indicator,type,confidence,threat_actor,malware_family,first_seen,last_seen,source,notes
164.90.169.184,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-13,2024-02-13,Threatview.io,"CS C2 Relay (Protocol: https, Config: 164.90.169.184)"
159.65.150.184,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-13,2024-02-13,Threatview.io,"CS C2 Relay (Protocol: https, Config: 159.65.150.184)"
www[.]sunwu[.]world,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: 82.157.149.194)"
www[.]eyefinancemonitor[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: dh5rg5aebo6yx.cloudfront.net)"
whxzqkbbtzvdyxdeseoiyujzs[.]co,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: 163.5.169.23)"
uohhunkmnfhbimtagizqgwpmv[.]to,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: 163.5.169.23)"
sunwu[.]world,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: 82.157.149.194)"
ns[.]emaratalyoum[.]me,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: 134.209.92.85)"
ns1[.]jocelynhealth[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: dh5rg5aebo6yx.cloudfront.net)"
louvree[.]abudhabe[.]info,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: 77.242.250.36)"
kkudndkwatnfevcaqeefytqnh[.]top,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: 163.5.169.23)"
igo0gle[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: igo0gle.com)"
eyefinancemonitor[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: dh5rg5aebo6yx.cloudfront.net)"
cs[.]xcb[.]one,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: 20.196.198.116)"
astra4512[.]startdedicated[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Domain (Protocol: https, Config: astra4512.startdedicated.com)"
85.25.246.170,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Relay (Protocol: https, Config: astra4512.startdedicated.com)"
82.157.149.194,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Relay (Protocol: https, Config: 82.157.149.194)"
5.188.87.54,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Relay (Protocol: https, Config: igo0gle.com)"
45.148.244.206,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Relay (Protocol: https, Config: 20.196.198.116)"
44.227.76.166,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Relay (Protocol: https, Config: 77.242.250.36)"
3.66.49.194,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Relay (Protocol: https, Config: dh5rg5aebo6yx.cloudfront.net)"
163.5.169.23,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Relay (Protocol: https, Config: 163.5.169.23)"
134.209.92.85,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-02-08,2024-02-08,Threatview.io,"CS C2 Relay (Protocol: https, Config: 134.209.92.85)"
unzip2[.]xyz,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-01-05,2024-01-05,Threatview.io,"CS C2 Domain (Protocol: https, Config: unzip2.xyz)"
microsoftsyst3m[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-01-05,2024-01-05,Threatview.io,"CS C2 Domain (Protocol: https, Config: MicrosoftSyst3m.com)"
62.138.6.20,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-01-05,2024-01-05,Threatview.io,"CS C2 Relay (Protocol: https, Config: astra4512.startdedicated.com)"
5.188.86.24,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2024-01-05,2024-01-05,Threatview.io,"CS C2 Relay (Protocol: https, Config: MicrosoftSyst3m.com)"
yify88[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: 154.213.65.25)"
www[.]theokanegroup[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: 134.209.164.110)"
www[.]goocoinorg[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: test.227api.com)"
test[.]227api[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: test.227api.com)"
techsyscloud[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: techsyscloud.com)"
tech-guard[.]vguard[.]tech,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: dkozv1lrla3nd.cloudfront.net)"
manager[.]moonlighter[.]space,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: 146.190.145.40)"
lectricelfuel[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: 9wyqont1h5.execute-api.us-east-1.amazonaws.com)"
goocoinorg[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: test.227api.com)"
e-servicesolutions[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: e-servicesolutions.com)"
dev[.]theokanegroup[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: 134.209.164.110)"
csxv[.]sec[.]cm,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: cdnoss.sec.cm)"
bwyb[.]love,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: 47.242.158.114)"
api[.]office-updates[.]org,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: api.office-updates.org)"
americcorp[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: americcorp.net)"
airlinesapp[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Domain (Protocol: https, Config: airlinesapp.net)"
47.242.158.114,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: 47.242.158.114)"
44.204.120.159,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: dkozv1lrla3nd.cloudfront.net)"
185.81.68.90,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: cdnoss.sec.cm)"
178.128.79.94,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: techsyscloud.com)"
164.92.150.47,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: airlinesapp.net)"
161.35.24.190,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: api.office-updates.org)"
159.203.95.49,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: 9wyqont1h5.execute-api.us-east-1.amazonaws.com)"
154.83.17.116,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: test.227api.com)"
146.190.145.40,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: 146.190.145.40)"
134.209.164.110,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-11-24,2023-11-24,Threatview.io,"CS C2 Relay (Protocol: https, Config: 134.209.164.110)"
tcessolution[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-09-01,2023-09-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: tcessolution.com)"
192.3.76.67,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-09-01,2023-09-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: tcessolution.com)"
withoutedge[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: a-healthy-dog.com)"
vmware[.]rest,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: vmware.rest)"
uranustechsolution[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: uranustechsolution.com)"
thconnewfoot[.]org,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: www.thconnewfoot.org)"
stratpringl[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: 31.44.184.88)"
sheersdesigns[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: sheersdesigns.com)"
realsecuritystore[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: realsecuritystore.com)"
pegistrationads[.]site,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: pegistrationads.site)"
onlinetechdesk[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: onlinetechdesk.com)"
mkbkygbgwcdc[.]buzz,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: mkbkygbgwcdc.buzz)"
jacketsupport[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: upd232.windowservicecentar.com)"
instant-healthonline[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: biohealth.azurewebsites.net)"
information[.]baby,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: service-2skej89a-1301998990.hk.apigw.tencentcs.com)"
hhkj222[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: test.227api.com)"
goupdatemic[.]online,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: goupdatemic.online)"
goodsport2023[.]win,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: goodsport2023.win)"
execsvct[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: qw.execsvct.com)"
devcloudpro[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: devcloudpro.com)"
ddllsearch[.]site,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: www.ddllsearch.site)"
cdnsupply[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: cdnsupply.azureedge.net)"
caixas[.]link,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: caixas.link)"
blackandwhiteshoose[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: blackandwhiteshoose.com)"
avdev[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: avdev.net)"
artmicrodesign[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: artmicrodesign.com)"
amur-city[.]online,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: 64.94.211.20)"
amazonclouds[.]link,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Domain (Protocol: https, Config: sviacloud.link)"
138.197.92.163,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Relay (Protocol: https, Config: biohealth.azurewebsites.net)"
104.168.48.208,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Relay (Protocol: https, Config: onlinetechdesk.com)"
103.146.141.98,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-26,2023-08-26,Threatview.io,"CS C2 Relay (Protocol: https, Config: test.227api.com)"
tehomics[.]link,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-14,2023-08-14,Threatview.io,"CS C2 Domain (Protocol: https, Config: sviacloud.link)"
pctor[.]link,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-14,2023-08-14,Threatview.io,"CS C2 Domain (Protocol: https, Config: sviacloud.link)"
https,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-14,2023-08-14,Threatview.io,"CS C2 Domain (Protocol: hhkj222.com, Config: https)"
harmonyshoused[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-08-14,2023-08-14,Threatview.io,"CS C2 Domain (Protocol: https, Config: harmonyshoused.com)"
usadevgroup[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: usadevgroup.com)"
pedagogists[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: staxonecommerce.com)"
heastings[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: heastings.com)"
configupdate[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: configupdate.com)"
accessdevsolutions[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: accessdevsolutions.com)"
74.119.239.234,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: surplusofer.com)"
194.50.153.39,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: usadevgroup.com)"
194.50.153.20,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: accessdevsolutions.com)"
194.50.153.19,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: configupdate.com)"
194.50.153.12,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-07-03,2023-07-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: staxonecommerce.com)"
unitechdb[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-06-09,2023-06-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: unitechdb.com)"
surplusofer[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-06-09,2023-06-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: dh5rg5aebo6yx.cloudfront.net)"
cornptia[.]org,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-06-09,2023-06-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: 18.220.154.157)"
australiansuper[.]xyz,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-06-09,2023-06-09,Threatview.io,"CS C2 Domain (Protocol: https, Config: australiansuper.xyz)"
91.238.181.250,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-06-09,2023-06-09,Threatview.io,"CS C2 Relay (Protocol: https, Config: unitechdb.com)"
3.77.8.200,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-06-09,2023-06-09,Threatview.io,"CS C2 Relay (Protocol: https, Config: dh5rg5aebo6yx.cloudfront.net)"
18.220.154.157,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-06-09,2023-06-09,Threatview.io,"CS C2 Relay (Protocol: https, Config: 18.220.154.157)"
13.55.24.36,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-06-09,2023-06-09,Threatview.io,"CS C2 Relay (Protocol: https, Config: australiansuper.xyz)"
situotech[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-05-16,2023-05-16,Threatview.io,"CS C2 Domain (Protocol: https, Config: situotech.com)"
91.238.181.247,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-05-16,2023-05-16,Threatview.io,"CS C2 Relay (Protocol: https, Config: situotech.com)"
sveexec[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Domain (Protocol: https, Config: qw.sveexec.com)"
matong[.]buzz,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Domain (Protocol: https, Config: lim-light.com)"
maboloud[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Domain (Protocol: https, Config: maboloud.com)"
lls-rs[.]org,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Domain (Protocol: https, Config: lls-rs.org)"
91.215.85.183,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Relay (Protocol: https, Config: lls-rs.org)"
54.209.125.217,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Relay (Protocol: https, Config: lim-light.com)"
45.227.253.20,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Relay (Protocol: https, Config: qw.sveexec.com)"
34.224.154.88,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Relay (Protocol: https, Config: lim-light.com)"
109.206.243.96,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-22,2023-04-22,Threatview.io,"CS C2 Relay (Protocol: https, Config: maboloud.com)"
office36o[.]online,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: bud02s43.office36o.online)"
moviegallerys[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: moviegallerys.com)"
iony[.]top,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: 134.122.170.68)"
fidelyus[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: ebancking.azurewebsites.net)"
feyrijavac[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: feyrijavac.com)"
duckducklive[.]top,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Domain (Protocol: https, Config: 47.242.72.118)"
46.17.43.67,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: bud02s43.office36o.online)"
194.76.227.139,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: feyrijavac.com)"
167.172.157.217,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: ebancking.azurewebsites.net)"
134.122.170.68,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-04-03,2023-04-03,Threatview.io,"CS C2 Relay (Protocol: https, Config: 134.122.170.68)"
winsatoom[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: winsatoom.com)"
my-accounts-gooogle[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: 193.29.13.153)"
mail-my-account[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: 193.29.13.153)"
jquerymaingame[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: jquerymaingame.com)"
eaglehardwares[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: e-servicesolutions.com)"
devoinnanote[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: 204.188.203.212)"
atechniques[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: atechniques.com)"
acroserver[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Domain (Protocol: https, Config: acroserver.com)"
77.91.84.16,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: atechniques.com)"
77.91.84.149,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: e-servicesolutions.com)"
74.201.28.102,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: jquerymaingame.com)"
45.77.138.125,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2023-03-20,2023-03-20,Threatview.io,"CS C2 Relay (Protocol: https, Config: winsatoom.com)"
