indicator,type,confidence,threat_actor,malware_family,first_seen,last_seen,source,notes
service-la8k0zjh-1307406344[.]cd[.]apigw[.]tencentcs[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: service-la8k0zjh-1307406344.cd.apigw.tencentcs.com)"
service-65m9dzhk-1259025339[.]gz[.]apigw[.]tencentcs[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: service-65m9dzhk-1259025339.gz.apigw.tencentcs.com)"
ppew[.]au,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: ppew.au)"
hardicki[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: 194.37.97.153)"
britxec[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: britxec.com)"
bksfinance[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: bksfinance.com)"
artidomain[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: artidomain.com)"
apeduze[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: apeduze.com)"
akaluij[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: akaluij.com)"
agsdef[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: agsdef.com)"
acitopram[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Domain (Protocol: https, Config: acitopram.com)"
84.32.188.190,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: zx.sharedresourcesltd.com)"
84.32.188.130,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 137.184.42.85)"
81.71.77.164,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-mp2sc0gc-1301679103.gz.apigw.tencentcs.com)"
81.68.225.136,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 111.12.28.24)"
77.83.36.54,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 101.32.204.81)"
65.21.237.219,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: stfconnect.onthewifi.com)"
62.113.255.12,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 60z7e5b1ld.execute-api.eu-west-2.amazonaws.com)"
47.95.207.79,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: bksfinance.com)"
47.90.202.152,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 47.90.202.152)"
47.243.22.29,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.edge-chrome.com)"
45.8.158.25,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-65m9dzhk-1259025339.gz.apigw.tencentcs.com)"
45.12.1.26,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 45.12.1.24)"
45.12.1.25,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 45.12.1.24)"
45.12.1.24,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 45.12.1.24)"
43.129.7.189,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: vpn.weteck.site)"
37.72.172.110,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: cloudkey.ink)"
23.224.70.227,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.hellomrsone.com)"
23.224.152.139,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.hellomrsone.com)"
193.29.13.216,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 193.29.13.216)"
193.112.148.243,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.hellomrsone.com)"
192.227.155.185,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.micsoft.shop)"
185.186.143.111,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: detectportalsecure.xyz)"
18.117.254.165,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: bksfinance.com)"
175.41.21.29,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 175.41.16.98)"
175.41.16.98,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 82.156.241.148)"
165.227.180.6,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-65m9dzhk-1259025339.gz.apigw.tencentcs.com)"
164.92.70.225,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: us189-hpgsgae5dva9fzch.z01.azurefd.net)"
152.136.178.142,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: update04.microsoft-essentials.com)"
146.70.87.66,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: artidomain.com)"
146.70.29.233,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: auth.mmicrosoft.top)"
139.60.161.236,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: acitopram.com)"
139.60.160.8,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 47.90.202.152)"
139.198.183.44,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 139.198.183.44)"
139.155.190.222,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-la8k0zjh-1307406344.cd.apigw.tencentcs.com)"
139.155.190.213,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 193.29.13.216)"
138.68.110.227,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: localhost.gd)"
137.184.42.85,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: us189-hpgsgae5dva9fzch.z01.azurefd.net)"
13.55.118.253,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 149.255.35.131)"
121.37.255.60,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 121.37.255.60)"
120.26.240.21,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: www.hellomrsone.com)"
116.62.185.223,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 116.62.185.223)"
115.29.171.175,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 115.29.171.175)"
111.230.196.200,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-mp2sc0gc-1301679103.gz.apigw.tencentcs.com)"
107.173.89.148,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 107.173.89.148)"
107.172.219.129,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: ez.woshinibaba.gq)"
101.34.182.130,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 101.34.182.130)"
101.32.204.81,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: 101.32.204.81)"
1.14.76.111,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-05-01,2022-05-01,Threatview.io,"CS C2 Relay (Protocol: https, Config: service-la8k0zjh-1307406344.cd.apigw.tencentcs.com)"
telembank[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-18,2022-04-18,Threatview.io,"CS C2 Domain (Protocol: https, Config: telembank.com)"
polyhaz[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-18,2022-04-18,Threatview.io,"CS C2 Domain (Protocol: https, Config: polyhaz.com)"
goksearch[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-18,2022-04-18,Threatview.io,"CS C2 Domain (Protocol: https, Config: goksearch.com)"
89.45.4.99,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-18,2022-04-18,Threatview.io,"CS C2 Relay (Protocol: https, Config: polyhaz.com)"
51.254.159.98,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-18,2022-04-18,Threatview.io,"CS C2 Relay (Protocol: https, Config: stfconnect.onthewifi.com)"
185.112.83.65,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-18,2022-04-18,Threatview.io,"CS C2 Relay (Protocol: https, Config: telembank.com)"
146.70.44.155,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-18,2022-04-18,Threatview.io,"CS C2 Relay (Protocol: https, Config: goksearch.com)"
just-findncall[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-15,2022-04-15,Threatview.io,"CS C2 Domain (Protocol: https, Config: 161.35.83.87)"
guggenheimpartners-survey[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-15,2022-04-15,Threatview.io,"CS C2 Domain (Protocol: https, Config: guggenheimpartners-survey.com)"
exchangeallltd[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-15,2022-04-15,Threatview.io,"CS C2 Domain (Protocol: https, Config: exchangeallltd.com)"
data-protection-test[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-15,2022-04-15,Threatview.io,"CS C2 Domain (Protocol: https, Config: data-protection-test.com)"
caresalonservices[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-15,2022-04-15,Threatview.io,"CS C2 Domain (Protocol: https, Config: caresalonservices.com)"
84.32.190.33,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-15,2022-04-15,Threatview.io,"CS C2 Relay (Protocol: https, Config: exchangeallltd.com)"
3.237.99.150,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-15,2022-04-15,Threatview.io,"CS C2 Relay (Protocol: https, Config: guggenheimpartners-survey.com)"
18.253.112.0,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-15,2022-04-15,Threatview.io,"CS C2 Relay (Protocol: https, Config: data-protection-test.com)"
fluoxi[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-10,2022-04-10,Threatview.io,"CS C2 Domain (Protocol: https, Config: fluoxi.com)"
everythingchecker[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-10,2022-04-10,Threatview.io,"CS C2 Domain (Protocol: https, Config: everythingchecker.com)"
buynet[.]digital,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-10,2022-04-10,Threatview.io,"CS C2 Domain (Protocol: https, Config: buynet.digital)"
84.32.188.93,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-10,2022-04-10,Threatview.io,"CS C2 Relay (Protocol: https, Config: everythingchecker.com)"
176.58.98.206,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-10,2022-04-10,Threatview.io,"CS C2 Relay (Protocol: https, Config: buynet.digital)"
139.60.161.85,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-10,2022-04-10,Threatview.io,"CS C2 Relay (Protocol: https, Config: fluoxi.com)"
uktyl[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: uktyl.com)"
trademot[.]finance,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: trademot.finance)"
teystyjeem[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: 78.128.112.199)"
sifgu[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: sifgu.com)"
postofficeltdc[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: postofficeltdc.com)"
msupdater[.]net,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: msupdater.net)"
lapsusareskids[.]world,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: 45.147.179.211)"
jarvcza[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: jarvcza.onion)"
gfsert[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: gfsert.com)"
faceupfinder[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: faceupfinder.com)"
dwordname[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: 193.29.104.147)"
dezword[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: dezword.com)"
costacancordia[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: 138.68.227.71)"
borizhog[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: borizhog.com)"
blopik[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: blopik.com)"
blinkij[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: blinkij.com)"
agreminj[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Domain (Protocol: https, Config: agreminj.com)"
84.32.188.29,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: dezword.com)"
84.32.188.245,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: postofficeltdc.com)"
78.128.112.199,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 78.128.112.199)"
68.183.200.63,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
64.227.0.177,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
5.39.221.57,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: jarvcza.onion)"
45.55.36.143,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
23.227.203.40,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: faceupfinder.com)"
194.5.212.192,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: msupdater.net)"
193.29.104.147,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 193.29.104.147)"
192.241.133.130,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
178.128.171.206,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
165.232.154.73,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
165.227.23.218,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
165.227.219.211,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
161.35.137.163,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
159.65.246.188,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
143.198.131.210,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
143.198.110.248,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
139.60.161.84,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: blopik.com)"
139.60.161.57,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: borizhog.com)"
139.60.161.216,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: blinkij.com)"
139.60.160.52,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: gfsert.com)"
139.60.160.50,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: uktyl.com)"
138.68.227.71,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: 138.68.227.71)"
137.184.158.59,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-04-04,2022-04-04,Threatview.io,"CS C2 Relay (Protocol: https, Config: trademot.finance)"
verofes[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: verofes.com)"
market-stats[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: us-central1-il-5263.cloudfunctions.net)"
lgbtqplusfriendlydomain[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: lgbtqplusfriendlydomain.com)"
fziomerof[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: 170.39.214.187)"
fserd[.]icu,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: 109.71.254.101)"
firewallwithadvancedserurity[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: firewallwithadvancedserurity.com)"
drimzis[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: drimzis.com)"
barmnava[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: barmnava.onion)"
apabfs[.]icu,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Domain (Protocol: https, Config: 107.189.12.133)"
91.210.105.71,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: barmnava.onion)"
5.199.173.75,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: firewallwithadvancedserurity.com)"
170.39.214.187,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: 170.39.214.187)"
161.35.101.70,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: us-central1-il-5263.cloudfunctions.net)"
144.202.49.189,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: lgbtqplusfriendlydomain.com)"
109.71.254.101,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: 109.71.254.101)"
107.189.12.133,ip,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-23,2022-03-23,Threatview.io,"CS C2 Relay (Protocol: https, Config: 107.189.12.133)"
kejimn[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-17,2022-03-17,Threatview.io,"CS C2 Domain (Protocol: https, Config: kejimn.com)"
kapuleti[.]com,domain,High,Multiple (APT29 / FIN7 / Ransomware),Cobalt Strike,2022-03-17,2022-03-17,Threatview.io,"CS C2 Domain (Protocol: https, Config: kapuleti.com)"
